campaign_id	campaign_name	platform	post_type	content_theme	target_audience	boosted_post	spend_usd	reach	impressions	engagements	clicks	conversions	conversion_value_usd	cpc_usd	ctr	engagement_rate	hashtag_count	emoji_count	word_count	sentiment_score	video_length_seconds	post_datetime	campaign_year
CMP1000	Back to School Campaign	TikTok	Reel	Product Launch	Gen Z	TRUE	19.8899993896484	3973	5437	120	39	2	293	0.509999990463257	0.00719999987632036	0.0302000008523464	9	8	38	0.620000004768372	18	2024-01-24 16:30:00.000	2025
CMP1000	Back to School Campaign	X	Video	Lifestyle	Gen X	FALSE	6.32000017166138	4209	5297	98	47	3	349.470001220703	0.129999995231628	0.00889999978244305	0.0232999995350838	3	6	30	0.699999988079071	30	2024-01-07 18:45:00.000	2025
CMP1000	Holiday Campaign	Instagram	Story	User Testimonial	Professionals	TRUE	16.1200008392334	5786	9553	298	174	28	2881.19995117188	0.0900000035762787	0.0182000007480383	0.0515000000596046	13	6	33	0.100000001490116	82	2024-01-23 19:45:00.000	2024
CMP1000	Holiday Campaign	LinkedIn	Carousel	Promotion	Professionals	TRUE	49.8300018310547	4114	6580	109	54	8	178.809997558594	0.920000016689301	0.00820000004023314	0.0264999996870756	9	9	34	1	0	2024-01-25 19:45:00.000	2024
CMP1000	Summer Campaign	TikTok	Story	Promotion	Parents	FALSE	5.42000007629395	868	1190	54	35	6	364.220001220703	0.150000005960464	0.0294000003486872	0.0621999986469746	6	10	47	-0.75	25	2024-01-06 21:00:00.000	2024
CMP1000	Back to School Campaign	Instagram	Carousel	Lifestyle	Gen X	TRUE	49.6199989318848	7195	8852	546	196	34	744.539978027344	0.25	0.0220999997109175	0.0759000033140182	14	6	23	0.140000000596046	0	2024-01-09 15:30:00.000	2025
CMP1000	Summer Campaign	Instagram	Image	User Testimonial	Millennials	TRUE	34.6599998474121	4676	5367	185	91	9	1015.84002685547	0.379999995231628	0.017000000923872	0.0395999997854233	14	8	33	-0.259999990463257	0	2024-01-21 16:45:00.000	2025
CMP1000	Back to School Campaign	Instagram	Story	Behind the Scenes	Millennials	TRUE	6.65000009536743	4147	5116	361	195	34	3917.52001953125	0.0299999993294477	0.0381000004708767	0.0870999991893768	8	4	42	0.5	90	2024-01-09 23:00:00.000	2024
CMP1000	Holiday Campaign	X	Carousel	Promotion	Parents	TRUE	69.0299987792969	10125	12125	1079	552	63	2235.830078125	0.129999995231628	0.045499999076128	0.106600001454353	3	7	22	-0.0500000007450581	0	2024-01-15 21:15:00.000	2025
CMP1000	Summer Campaign	LinkedIn	Image	Lifestyle	Professionals	TRUE	4.32000017166138	6118	9804	488	222	28	1042.41003417969	0.0199999995529652	0.0226000007241964	0.0798000022768974	8	7	40	-0.28999999165535	0	2024-01-16 22:30:00.000	2025
CMP1000	Spring Campaign	LinkedIn	Image	User Testimonial	Parents	FALSE	0.490000009536743	1746	1991	39	13	0	0	0.0399999991059303	0.00650000013411045	0.022299999371171	2	1	43	0.449999988079071	0	2024-01-20 20:15:00.000	2025
CMP1000	Spring Campaign	Facebook	Story	Lifestyle	Gen X	FALSE	5.15999984741211	5453	8742	576	322	58	2787.59008789063	0.0199999995529652	0.0368000008165836	0.105599999427795	8	5	30	1	10	2024-01-06 12:45:00.000	2025
CMP1000	Spring Campaign	Facebook	Carousel	User Testimonial	Gen X	TRUE	10.1700000762939	3719	4680	195	123	17	1988.82995605469	0.0799999982118607	0.0263000000268221	0.0524000003933907	5	0	44	0.170000001788139	0	2024-01-01 10:15:00.000	2024
CMP1000	Spring Campaign	X	Reel	Promotion	Millennials	TRUE	100.400001525879	8638	10401	685	211	38	4123.93994140625	0.479999989271164	0.0203000009059906	0.0793000012636185	0	5	5	-0.0199999995529652	40	2024-01-06 19:45:00.000	2025
CMP1000	Back to School Campaign	X	Video	Behind the Scenes	Gen Z	TRUE	103.680000305176	8126	10879	564	357	43	4258.52978515625	0.28999999165535	0.0328000001609325	0.0693999975919724	15	1	47	0.889999985694885	65	2024-01-22 08:30:00.000	2024
CMP1000	Spring Campaign	Facebook	Carousel	User Testimonial	Millennials	TRUE	31.6499996185303	4933	7644	368	202	13	1556.02001953125	0.159999996423721	0.0263999998569489	0.0746000036597252	10	0	19	0.419999986886978	0	2024-01-10 11:45:00.000	2025
CMP1000	Summer Campaign	TikTok	Carousel	Lifestyle	Parents	TRUE	5.59000015258789	4581	6496	476	307	50	4348.669921875	0.0199999995529652	0.0472999997437	0.103900000452995	13	10	43	-1	0	2024-01-11 08:45:00.000	2024
CMP1000	Back to School Campaign	LinkedIn	Carousel	Product Launch	Parents	TRUE	15.2700004577637	4257	5508	162	93	10	1352.77001953125	0.159999996423721	0.0168999992311001	0.0381000004708767	0	8	24	0.490000009536743	0	2024-01-23 08:15:00.000	2024
CMP1000	Fall Campaign	TikTok	Carousel	Product Launch	Professionals	TRUE	19.1200008392334	6670	8173	210	105	5	429.790008544922	0.180000007152557	0.0127999996766448	0.0315000005066395	8	6	6	0.490000009536743	0	2024-01-15 21:30:00.000	2025
CMP1000	Fall Campaign	Facebook	Story	Behind the Scenes	Parents	FALSE	1.37000000476837	1329	2122	121	68	10	198.820007324219	0.0199999995529652	0.0320000015199184	0.090999998152256	0	5	15	0.259999990463257	11	2024-01-10 19:30:00.000	2025
CMP1000	Fall Campaign	LinkedIn	Carousel	Lifestyle	Millennials	TRUE	20.0699996948242	2275	2977	76	41	3	119.940002441406	0.490000009536743	0.0137999998405576	0.0333999991416931	6	4	9	0.0599999986588955	0	2024-01-22 15:45:00.000	2025
CMP1000	Summer Campaign	TikTok	Story	User Testimonial	Gen X	TRUE	12.3000001907349	2462	3658	157	71	10	786.159973144531	0.170000001788139	0.0194000005722046	0.0637999996542931	13	7	23	0.150000005960464	118	2024-01-19 18:30:00.000	2024
CMP1000	Summer Campaign	X	Carousel	Behind the Scenes	Millennials	TRUE	56.060001373291	5733	6952	407	139	21	2162.25	0.400000005960464	0.0199999995529652	0.0710000023245811	7	10	49	-0.140000000596046	0	2024-01-20 19:30:00.000	2024
CMP1000	Fall Campaign	Instagram	Reel	User Testimonial	Professionals	FALSE	2.5	7495	8347	602	285	34	930.630004882813	0.00999999977648258	0.0340999998152256	0.0803000032901764	11	8	49	-0.439999997615814	42	2024-01-10 09:30:00.000	2024
CMP1000	Back to School Campaign	Instagram	Carousel	Promotion	Gen Z	FALSE	9.85000038146973	2897	3323	332	195	31	896.400024414063	0.0500000007450581	0.0586999990046024	0.114600002765656	9	2	11	0.230000004172325	0	2024-01-09 19:30:00.000	2025
CMP1000	Summer Campaign	LinkedIn	Carousel	Product Launch	Gen Z	FALSE	6.01999998092651	6175	8250	687	232	15	1102.66003417969	0.0299999993294477	0.0281000006943941	0.111299999058247	10	10	12	1	0	2024-01-27 07:30:00.000	2024
CMP1000	Back to School Campaign	X	Image	Lifestyle	Parents	TRUE	18.8899993896484	4559	6102	162	53	7	157.649993896484	0.360000014305115	0.00870000012218952	0.0355000011622906	15	4	39	-0.200000002980232	0	2024-01-11 15:30:00.000	2025
CMP1000	Spring Campaign	LinkedIn	Story	Promotion	Millennials	FALSE	1.57000005245209	2865	4713	216	79	15	1167.5	0.0199999995529652	0.0167999994009733	0.0754000023007393	4	2	20	0.0599999986588955	78	2024-01-08 21:30:00.000	2024
CMP1000	Summer Campaign	TikTok	Carousel	Product Launch	Professionals	FALSE	4.44999980926514	1186	1745	73	29	3	306.089996337891	0.150000005960464	0.0165999997407198	0.061599999666214	11	2	13	-0.300000011920929	0	2024-01-11 23:00:00.000	2025
CMP1000	Back to School Campaign	LinkedIn	Carousel	Promotion	Millennials	TRUE	67.9199981689453	4669	7205	320	175	34	4567.75	0.389999985694885	0.0242999996989965	0.0684999972581863	12	2	35	0.370000004768372	0	2024-01-05 15:00:00.000	2024
CMP1000	Spring Campaign	X	Carousel	Promotion	Parents	TRUE	108.040000915527	4851	7562	122	52	5	300.929992675781	2.07999992370605	0.00689999992027879	0.0251000002026558	13	1	49	0.0799999982118607	0	2024-01-02 11:00:00.000	2024
CMP1000	Fall Campaign	TikTok	Video	User Testimonial	Parents	FALSE	0.579999983310699	4867	6821	380	212	19	271.859985351563	0	0.0310999993234873	0.0781000033020973	13	3	7	0	16	2024-01-13 15:15:00.000	2025
CMP1000	Spring Campaign	Instagram	Video	Behind the Scenes	Gen Z	TRUE	23.5400009155273	1450	1635	40	21	3	352.170013427734	1.12000000476837	0.0127999996766448	0.0275999996811152	15	9	11	-0.300000011920929	49	2024-01-25 07:15:00.000	2024
CMP1000	Summer Campaign	LinkedIn	Image	Behind the Scenes	Parents	TRUE	54.3499984741211	6205	9049	628	339	55	5679.60009765625	0.159999996423721	0.0375000014901161	0.101199999451637	3	10	41	0.709999978542328	0	2024-01-18 20:00:00.000	2024
CMP1000	Summer Campaign	Facebook	Video	User Testimonial	Professionals	TRUE	154.479995727539	12705	15564	836	558	66	4205.9501953125	0.280000001192093	0.0359000004827976	0.0658000037074089	7	9	32	-0.610000014305115	75	2024-01-08 11:00:00.000	2024
CMP1000	Holiday Campaign	Instagram	Video	Lifestyle	Professionals	TRUE	97.7699966430664	9705	11397	644	230	39	3413.38989257813	0.430000007152557	0.0201999992132187	0.0663999989628792	9	1	32	0.180000007152557	108	2024-01-01 21:30:00.000	2025
CMP1000	Back to School Campaign	X	Image	Lifestyle	Millennials	TRUE	4.17999982833862	2046	2655	61	30	3	46.5699996948242	0.140000000596046	0.0113000003620982	0.0297999996691942	12	0	11	0.660000026226044	0	2024-01-08 11:15:00.000	2024
CMP1000	Summer Campaign	Facebook	Reel	Product Launch	Parents	TRUE	112.269996643066	11107	17480	754	241	14	1849	0.469999998807907	0.0137999998405576	0.0679000020027161	6	3	5	0.490000009536743	48	2024-01-10 11:45:00.000	2025
CMP1000	Summer Campaign	X	Image	Promotion	Parents	TRUE	1.21000003814697	5873	6586	409	254	20	2571.28002929688	0	0.0386000014841557	0.0696000009775162	7	7	12	0.589999973773956	0	2024-01-22 10:15:00.000	2024
CMP1000	Spring Campaign	Instagram	Reel	Product Launch	Gen X	TRUE	194.720001220703	7089	9574	634	230	26	2477.080078125	0.850000023841858	0.0240000002086163	0.0894000008702278	11	6	35	0.490000009536743	52	2024-01-10 09:45:00.000	2024
CMP1000	Back to School Campaign	X	Image	Product Launch	Millennials	FALSE	1.46000003814697	7197	9565	436	253	15	651.559997558594	0.00999999977648258	0.0264999996870756	0.0606000013649464	6	5	8	0.469999998807907	0	2024-01-02 08:00:00.000	2024
CMP1000	Holiday Campaign	TikTok	Image	User Testimonial	Professionals	TRUE	9.81999969482422	3821	5364	183	71	13	1226.42004394531	0.140000000596046	0.0131999999284744	0.0478999987244606	10	10	31	0.109999999403954	0	2024-01-27 14:00:00.000	2024
CMP1000	Summer Campaign	Instagram	Image	Promotion	Professionals	FALSE	8.61999988555908	2388	3044	196	62	12	1791.15002441406	0.140000000596046	0.0204000007361174	0.0820999965071678	1	3	50	0.170000001788139	0	2024-01-26 22:00:00.000	2025
CMP1000	Fall Campaign	LinkedIn	Reel	Lifestyle	Parents	TRUE	131.360000610352	17817	22690	1169	675	47	6251.1201171875	0.189999997615814	0.0296999998390675	0.0656000003218651	0	3	27	1	43	2024-01-17 06:15:00.000	2024
CMP1000	Holiday Campaign	TikTok	Carousel	Lifestyle	Millennials	TRUE	2.26999998092651	1580	2532	183	72	6	595.030029296875	0.0299999993294477	0.0284000001847744	0.115800000727177	4	6	6	1	0	2024-01-27 17:45:00.000	2024
CMP1000	Holiday Campaign	Facebook	Story	Promotion	Gen Z	TRUE	174.770004272461	7513	9877	493	224	28	3861.85009765625	0.779999971389771	0.0227000005543232	0.0656000003218651	14	5	12	0.340000003576279	45	2024-01-27 23:00:00.000	2024
CMP1000	Fall Campaign	Instagram	Story	Lifestyle	Gen Z	FALSE	2.52999997138977	7688	10107	578	240	37	4462.669921875	0.00999999977648258	0.023700000718236	0.0751999989151955	6	9	10	0.689999997615814	101	2024-01-11 13:30:00.000	2024
CMP1000	Fall Campaign	Facebook	Image	Promotion	Professionals	FALSE	3.33999991416931	6711	8692	345	141	10	474.049987792969	0.0199999995529652	0.0162000004202127	0.0513999983668327	14	10	35	0.920000016689301	0	2024-01-07 10:00:00.000	2025
CMP1000	Fall Campaign	X	Reel	Promotion	Millennials	TRUE	108.019996643066	14150	17406	1240	851	63	6209.740234375	0.129999995231628	0.0489000007510185	0.0876000002026558	11	4	10	0.25	63	2024-01-23 14:00:00.000	2025
CMP1000	Holiday Campaign	LinkedIn	Reel	Lifestyle	Parents	FALSE	7.13000011444092	4519	6233	318	195	23	298.339996337891	0.0399999991059303	0.031300000846386	0.0703999996185303	1	6	28	1	47	2024-01-27 19:45:00.000	2025
CMP1000	Fall Campaign	Instagram	Reel	User Testimonial	Parents	TRUE	12.8599996566772	2332	2658	86	44	8	680.830017089844	0.28999999165535	0.0165999997407198	0.0368999987840652	9	2	44	-0.119999997317791	14	2024-01-18 07:30:00.000	2024
CMP1000	Fall Campaign	TikTok	Reel	Behind the Scenes	Professionals	TRUE	20.8799991607666	4007	6195	124	52	9	1267.17004394531	0.400000005960464	0.00839999970048666	0.0308999996632338	8	9	13	-0.370000004768372	113	2024-01-06 11:45:00.000	2024
CMP1000	Summer Campaign	Facebook	Reel	Promotion	Professionals	TRUE	60.8400001525879	7429	12177	411	157	30	385.570007324219	0.389999985694885	0.0129000004380941	0.0553000010550022	12	3	19	0.600000023841858	22	2024-01-07 10:15:00.000	2024
CMP1000	Summer Campaign	Instagram	Carousel	User Testimonial	Parents	FALSE	6.15999984741211	5484	6326	468	321	38	5277.60986328125	0.0199999995529652	0.0507000014185905	0.0852999985218048	9	4	44	1	0	2024-01-21 19:30:00.000	2024
CMP1000	Back to School Campaign	X	Carousel	Product Launch	Professionals	TRUE	18.0599994659424	6993	8196	406	282	38	503.269989013672	0.0599999986588955	0.034400001168251	0.0581000000238419	13	4	28	0.529999971389771	0	2024-01-23 06:15:00.000	2024
CMP1000	Holiday Campaign	X	Story	Promotion	Professionals	TRUE	87.8899993896484	2911	4260	85	59	4	267.390014648438	1.49000000953674	0.0137999998405576	0.0292000006884336	6	10	47	0.319999992847443	19	2024-01-15 09:00:00.000	2025
CMP1000	Spring Campaign	LinkedIn	Story	Product Launch	Professionals	FALSE	17.5699996948242	4506	7030	166	72	5	562.940002441406	0.239999994635582	0.0102000003680587	0.0368000008165836	6	8	34	-0.109999999403954	20	2024-01-08 17:00:00.000	2024
CMP1000	Summer Campaign	Facebook	Story	User Testimonial	Parents	FALSE	1.25999999046326	6026	9298	550	324	59	5429.64013671875	0	0.0348000004887581	0.0913000032305717	8	4	37	0.579999983310699	39	2024-01-09 16:30:00.000	2024
CMP1000	Back to School Campaign	LinkedIn	Video	Behind the Scenes	Parents	TRUE	35.6699981689453	1904	2799	118	55	5	275.279998779297	0.649999976158142	0.0196000002324581	0.061999998986721	7	7	30	0.0299999993294477	80	2024-01-28 20:00:00.000	2024
CMP1000	Fall Campaign	Instagram	Reel	Lifestyle	Gen X	TRUE	21.0799999237061	7404	10175	740	349	24	2193.42993164063	0.0599999986588955	0.0342999994754791	0.0998999997973442	1	2	35	0.180000007152557	97	2024-01-03 21:00:00.000	2025
CMP1000	Spring Campaign	X	Story	Promotion	Millennials	TRUE	95.4199981689453	9091	14413	460	282	55	2602.0400390625	0.340000003576279	0.0196000002324581	0.0505999997258186	10	1	43	-0.100000001490116	109	2024-01-02 23:15:00.000	2024
CMP1000	Spring Campaign	Facebook	Image	Lifestyle	Professionals	FALSE	2.30999994277954	1456	1945	87	43	2	211.949996948242	0.0500000007450581	0.0220999997109175	0.059799998998642	2	10	15	0.300000011920929	0	2024-01-11 12:00:00.000	2024
CMP1000	Fall Campaign	Instagram	Video	Lifestyle	Gen Z	FALSE	2.70000004768372	2124	2835	107	43	5	518.929992675781	0.0599999986588955	0.0152000002563	0.0504000000655651	8	4	27	-0.159999996423721	116	2024-01-05 14:00:00.000	2025
CMP1000	Fall Campaign	Instagram	Carousel	Product Launch	Millennials	TRUE	22.6299991607666	2801	4291	98	63	11	485.609985351563	0.360000014305115	0.0147000001743436	0.0350000001490116	9	7	40	0.259999990463257	0	2024-01-15 16:00:00.000	2025
CMP1000	Spring Campaign	LinkedIn	Image	Behind the Scenes	Gen Z	TRUE	32.4500007629395	4374	5480	509	159	12	265.200012207031	0.200000002980232	0.028999999165535	0.116400003433228	13	8	24	0.0900000035762787	0	2024-01-06 15:15:00.000	2025
CMP1000	Spring Campaign	X	Story	Behind the Scenes	Millennials	FALSE	4.19999980926514	2841	4239	317	209	23	3351.64990234375	0.0199999995529652	0.0493000000715256	0.111599996685982	2	6	6	0.349999994039536	10	2024-01-08 22:15:00.000	2025
CMP1000	Back to School Campaign	TikTok	Video	Product Launch	Professionals	TRUE	39.3199996948242	8052	11153	827	274	38	412.359985351563	0.140000000596046	0.0245999991893768	0.102700002491474	2	6	25	-0.0500000007450581	27	2024-01-02 12:30:00.000	2024
CMP1000	Back to School Campaign	Facebook	Carousel	Product Launch	Professionals	FALSE	2.57999992370605	5132	8018	555	382	61	3274.15991210938	0.00999999977648258	0.0476000010967255	0.10809999704361	6	10	36	-0.389999985694885	0	2024-01-21 11:15:00.000	2024
CMP1000	Spring Campaign	Instagram	Image	Behind the Scenes	Professionals	TRUE	2.32999992370605	2097	3273	105	50	7	82.4100036621094	0.0500000007450581	0.0153000000864267	0.0500999987125397	5	8	18	1	0	2024-01-21 12:30:00.000	2024
CMP1000	Summer Campaign	X	Reel	Lifestyle	Professionals	FALSE	4.96999979019165	4965	6318	228	144	23	2534.8798828125	0.0299999993294477	0.02280000038445	0.0458999983966351	0	7	45	0.28999999165535	67	2024-01-21 21:15:00.000	2025
CMP1000	Spring Campaign	Facebook	Story	User Testimonial	Parents	TRUE	168.869995117188	12894	20318	652	210	17	2038.27001953125	0.800000011920929	0.0103000001981854	0.0505999997258186	10	5	33	0.430000007152557	10	2024-01-16 12:15:00.000	2024
CMP1000	Summer Campaign	Instagram	Video	Product Launch	Professionals	FALSE	4.96999979019165	5038	6265	437	218	39	808.640014648438	0.0199999995529652	0.0348000004887581	0.0866999998688698	12	8	42	-0.170000001788139	24	2024-01-26 19:15:00.000	2025
CMP1000	Holiday Campaign	X	Story	Behind the Scenes	Gen Z	FALSE	0.629999995231628	6354	7437	381	127	8	1148.78002929688	0	0.0171000007539988	0.0599999986588955	12	7	18	1	102	2024-01-10 13:45:00.000	2024
CMP1000	Spring Campaign	Instagram	Reel	Lifestyle	Gen Z	FALSE	0.600000023841858	3224	4773	297	181	9	188.440002441406	0	0.0379000008106232	0.0921000018715858	3	6	36	-0.150000005960464	100	2024-01-10 14:00:00.000	2025
CMP1000	Spring Campaign	LinkedIn	Story	Product Launch	Parents	TRUE	6.44999980926514	835	1117	71	29	4	125.379997253418	0.219999998807907	0.0260000005364418	0.0850000008940697	3	2	24	0.409999996423721	19	2024-01-23 07:15:00.000	2025
CMP1000	Fall Campaign	Facebook	Image	User Testimonial	Gen Z	FALSE	6.28000020980835	4351	7102	290	118	17	518.039978027344	0.0500000007450581	0.0165999997407198	0.0666999965906143	4	9	13	0.310000002384186	0	2024-01-26 22:30:00.000	2024
CMP1000	Back to School Campaign	LinkedIn	Video	User Testimonial	Millennials	TRUE	7.5	5546	6371	603	213	22	1450.68994140625	0.0399999991059303	0.0333999991416931	0.10869999974966	8	3	32	-0.219999998807907	118	2024-01-01 15:00:00.000	2025
CMP1000	Fall Campaign	LinkedIn	Reel	Promotion	Professionals	TRUE	6.32000017166138	2179	2455	71	23	3	157.259994506836	0.270000010728836	0.00939999986439943	0.032600000500679	0	4	8	0.300000011920929	115	2024-01-15 16:00:00.000	2024
CMP1000	Back to School Campaign	Facebook	Carousel	Lifestyle	Parents	TRUE	130.460006713867	8070	10378	460	273	52	611.190002441406	0.479999989271164	0.0263000000268221	0.0570000000298023	7	4	36	-0.0299999993294477	0	2024-01-13 09:15:00.000	2025
CMP1000	Summer Campaign	X	Story	Lifestyle	Gen Z	TRUE	52.5400009155273	9390	12742	356	177	34	2833.15991210938	0.300000011920929	0.0138999996706843	0.0379000008106232	14	1	48	1	89	2024-01-01 19:45:00.000	2025
CMP1000	Summer Campaign	LinkedIn	Story	Behind the Scenes	Gen Z	TRUE	82.0500030517578	8462	10568	238	156	30	4177.2001953125	0.529999971389771	0.0148000000044703	0.0281000006943941	12	2	40	0.680000007152557	115	2024-01-03 10:30:00.000	2025
CMP1000	Back to School Campaign	LinkedIn	Image	Behind the Scenes	Parents	TRUE	199.089996337891	8027	9641	169	63	10	1421.21997070313	3.16000008583069	0.00650000013411045	0.0210999995470047	15	5	47	0.300000011920929	0	2024-01-03 17:45:00.000	2025
CMP1000	Spring Campaign	Instagram	Story	Behind the Scenes	Professionals	TRUE	27.7199993133545	6644	10432	615	287	22	1651.10998535156	0.100000001490116	0.0274999998509884	0.0926000028848648	6	8	36	-0.170000001788139	82	2024-01-09 09:45:00.000	2024
CMP1000	Fall Campaign	Instagram	Video	Product Launch	Parents	TRUE	18.4500007629395	5301	8585	388	153	27	879.989990234375	0.119999997317791	0.0177999995648861	0.0732000023126602	6	7	30	0.620000004768372	96	2024-01-21 12:45:00.000	2024
CMP1000	Back to School Campaign	LinkedIn	Video	User Testimonial	Millennials	TRUE	6.59000015258789	1741	2105	59	24	2	111.870002746582	0.270000010728836	0.011400000192225	0.0339000001549721	3	3	6	0.720000028610229	56	2024-01-03 06:00:00.000	2024
CMP1000	Back to School Campaign	Facebook	Story	Lifestyle	Professionals	TRUE	63.4500007629395	3799	4430	119	47	5	290.429992675781	1.35000002384186	0.0105999996885657	0.031300000846386	7	1	46	0.419999986886978	119	2024-01-03 06:00:00.000	2024
CMP1000	Summer Campaign	Facebook	Image	Lifestyle	Parents	TRUE	159.660003662109	20579	23528	1160	671	78	1889.32995605469	0.239999994635582	0.0285000000149012	0.0564000010490417	10	10	13	0.910000026226044	0	2024-01-18 15:30:00.000	2024
CMP1000	Spring Campaign	X	Reel	Product Launch	Professionals	TRUE	24.9300003051758	7654	9247	288	134	14	1542.41003417969	0.189999997615814	0.0144999995827675	0.0375999994575977	7	9	43	1	118	2024-01-26 19:45:00.000	2025
CMP1000	Holiday Campaign	TikTok	Video	Promotion	Millennials	TRUE	35.0200004577637	5861	9658	437	258	15	1742.64001464844	0.140000000596046	0.0266999993473291	0.0746000036597252	2	6	45	-0.25	5	2024-01-27 13:00:00.000	2025
CMP1001	Summer Campaign	LinkedIn	Video	Product Launch	Parents	TRUE	121.319999694824	11187	14383	362	226	35	2415.7099609375	0.540000021457672	0.0156999994069338	0.0324000008404255	13	8	31	0.319999992847443	96	2024-02-09 08:15:00.000	2025
CMP1001	Back to School Campaign	Facebook	Reel	Product Launch	Professionals	FALSE	3.33999991416931	186	297	4	1	0	0	3.33999991416931	0.00340000004507601	0.0215000007301569	13	2	14	0.879999995231628	75	2024-02-22 06:45:00.000	2025
CMP1001	Holiday Campaign	Instagram	Carousel	Promotion	Gen Z	TRUE	39.310001373291	5258	6098	570	298	20	391.299987792969	0.129999995231628	0.0489000007510185	0.108400002121925	9	9	45	0.779999971389771	0	2024-02-27 20:15:00.000	2024
CMP1001	Spring Campaign	Facebook	Reel	Behind the Scenes	Professionals	TRUE	76.0400009155273	3630	5975	303	162	30	2652.6298828125	0.469999998807907	0.0271000005304813	0.0834999978542328	5	10	38	0.829999983310699	64	2024-02-05 20:00:00.000	2025
CMP1001	Spring Campaign	TikTok	Carousel	Product Launch	Gen Z	TRUE	114.220001220703	12092	13440	684	320	41	2093.81005859375	0.360000014305115	0.0238000005483627	0.0566000007092953	12	6	43	0.839999973773956	0	2024-02-12 08:00:00.000	2025
CMP1001	Holiday Campaign	X	Image	Behind the Scenes	Gen Z	TRUE	46.75	10297	11551	777	253	18	791.989990234375	0.180000007152557	0.0219000000506639	0.0754999965429306	12	8	14	0.400000005960464	0	2024-02-12 13:45:00.000	2025
CMP1001	Holiday Campaign	Instagram	Story	Product Launch	Millennials	TRUE	56.2400016784668	7084	9711	442	198	21	1547.10998535156	0.280000001192093	0.0204000007361174	0.0623999983072281	3	10	33	-0.0399999991059303	119	2024-02-22 17:00:00.000	2025
CMP1001	Spring Campaign	Instagram	Reel	Lifestyle	Parents	TRUE	55.3699989318848	4296	6325	263	82	5	316.809997558594	0.680000007152557	0.0130000002682209	0.0612000003457069	10	1	27	-0.389999985694885	78	2024-02-13 15:45:00.000	2024
CMP1001	Back to School Campaign	LinkedIn	Image	User Testimonial	Gen Z	TRUE	6.6399998664856	2473	3284	63	28	5	689.309997558594	0.239999994635582	0.008500000461936	0.0254999995231628	5	7	34	0.370000004768372	0	2024-02-01 17:30:00.000	2025
